registros,Crit_Julg,Cmp_Gru,I_Cmp,I_Und,DS_ITCP_MODELO_VERSAO,Pref_Nac,Vant ??,Sustent,Pref_Adic,Vant Adic ??,Tipo_Obj,CritVal,Vl_Sigilo,Tp_Reduc,,
9,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",PACOTE 5 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,INTEGRAL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Grupo 7,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Grupo 4,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
9,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
9,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
9,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,BLUE SOFT,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Não Informado,Não se Aplica,ARROZ BENEFICIADO,"EMBALAGEM 50,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",TIPO 1,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Grupo 2,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Grupo 1,ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,Grupo 4,ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Menor Valor,NULL,ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
9,Não Informado,Não se Aplica,ARROZ IN - NATURA,FD.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,CASCA ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
8,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
8,Não Informado,Não se Aplica,ARROZ,KG.,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Grupo 7,ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Grupo 1,ARROZ,KG,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,PACOTE 5 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,FARINHA ARROZ,UNIDADE,NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ IN - NATURA,FDO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ,SACA,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,FARINHA ARROZ,UNIDADE,NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
8,Menor Valor,Grupo 3,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,1,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,UND,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",SABOR SUL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
8,Menor Valor,Não tem Grupo,ARROZ,"FARDO 30,00 KG","FARDO 30,00 KG",Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ,LATA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,KIARROZ,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
8,Menor Valor,NULL,ARROZ,QUILOGRAMA,alimento,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 1,00 KG",1KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ,QUILOGRAMA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ,"PACOTE 1,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ IN - NATURA,PCTS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NÃO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
8,Menor Valor,Grupo 14,ARROZ,QUILOGRAMA,GÊNEROS ALIMENTÍCIOS,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Grupo 8,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
8,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Menor Valor,Não tem Grupo,CREME ARROZ,"EMBALAGEM 400,00 G",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
8,Não Informado,Não se Aplica,ARROZ IN - NATURA,QUILOS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE 5 KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ,FARDO C/30KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ,PACOTE 5KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CAÇAROLA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",GÊNEROS ALIMENTÍCIOS,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Menor Valor,Grupo 1,ARROZ,UND.,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 11,ARROZ,QUILOGRAMA,CONFORME EDITAL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,UND,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 1,ARROZ BENEFICIADO,QUILOGRAMA,NAO EXISTE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,GENEROS ALIMENTICIOS,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,-,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,SACOS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,CASCA ARROZ,QUILOGRAMA,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,CAIXA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,CASCA ARROZ,TON,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 10,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 12,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,DE MERCADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,CX,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",NACIONAL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 2,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Percentual,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,não possui,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
7,Menor Valor,Não tem Grupo,CASCA ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
7,Menor Valor,Não tem Grupo,CASCA ARROZ,KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,KGS,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 1,00 KG",URBANO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 1,FARINHA ARROZ,"LATA 400,00 G",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,CHINES,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,GAMA LOPES,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,KGS.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ IN - NATURA,KILOGRAMA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 8,ARROZ,EMBALAGEM,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Grupo 9,ARROZ,EMBALAGEM,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,NULL,ARROZ IN - NATURA,EMBALAGEM,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",UN,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ,PACOTE 1 KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",PCT,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Não Informado,Não se Aplica,ARROZ,X,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,ARROZ,KGS.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",CORINGA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G","EMBALAGEM 500,00 G",Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Não Informado,Não se Aplica,ARROZ,QUILOS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não tem Grupo,ARROZ,KG,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
7,Menor Valor,Grupo 1,ARROZ,EMBALAGEM,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,NULL,ARROZ,KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,NULL,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Menor Valor,Grupo 2,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
7,Menor Valor,Grupo 3,ARROZ IN - NATURA,QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,1,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,KILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,QUILOGRAMA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,"FARDO 30,00 KG",NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Não Informado,Não se Aplica,BENEFICIAMENTO DE ARROZ / MATERIA PRIMA,D/H,NAO SE APLICA,Não se Aplica,-9,NÃO SUSTENTAVEL,Não se Aplica,-9,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,PACOTE 1KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILO,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,KIKA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,NAMORADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,QUILO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
7,Menor Valor,Não tem Grupo,FARINHA ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
7,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,-,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
6,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,QUILOGRAMA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
6,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
6,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,Record,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,PACOTE 5 KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Grupo 3,ARROZ,"SACO 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Não Informado,Não se Aplica,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Grupo 2,ARROZ,"FARDO 30,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Grupo 1,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
6,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,PARBOLIZADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
6,Não Informado,Não se Aplica,CASCA ARROZ,SC,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Não Informado,Não se Aplica,ARROZ IN - NATURA,"PACOTE 5,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Não tem Grupo,FARINHA ARROZ,"EMBALAGEM 500,00 G",DIVERSOS,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
6,Não Informado,Não se Aplica,ARROZ,KILO,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Não tem Grupo,CASCA ARROZ,SACO,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",SABOR SUL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
6,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
